PROV;PROVMUNI;MUNINAME
26;26032;Brieva de Cameros
26;26033;Briñas
26;26034;Briones
26;26035;Cabezón de Cameros
26;26036;Calahorra
26;26037;Camprovín
26;26038;Canales de la Sierra
26;26039;Canillas de Río Tuerto
26;26040;Cañas
26;26041;Cárdenas
26;26042;Casalarreina
26;26043;Castañares de Rioja
26;26044;Castroviejo
26;26045;Cellorigo
26;26046;Cenicero
26;26047;Cervera del Río Alhama
26;26048;Cidamón
26;26049;Cihuri
26;26050;Cirueña
26;26051;Clavijo
26;26052;Cordovín
26;26053;Corera
26;26054;Cornago
26;26055;Corporales
26;26056;Cuzcurrita de Río Tirón
26;26057;Daroca de Rioja
26;26058;Enciso
26;26059;Entrena
26;26060;Estollo
26;26061;Ezcaray
26;26062;Foncea
26;26063;Fonzaleche
26;26064;Fuenmayor
26;26065;Galbárruli
26;26066;Galilea
26;26067;Gallinero de Cameros
26;26068;Gimileo
26;26069;Grañón
26;26070;Grávalos
26;26071;Haro
26;26072;Herce
26;26073;Herramélluri
26;26074;Hervías
26;26075;Hormilla
26;26076;Hormilleja
26;26077;Hornillos de Cameros
26;26078;Hornos de Moncalvillo
26;26079;Huércanos
26;26080;Igea
26;26081;Jalón de Cameros
26;26082;Laguna de Cameros
26;26083;Lagunilla del Jubera
26;26084;Lardero
26;26086;Ledesma de la Cogolla
26;26087;Leiva
26;26088;Leza de Río Leza
26;26089;Logroño
26;26091;Lumbreras
26;26092;Manjarrés
26;26093;Mansilla de la Sierra
26;26094;Manzanares de Rioja
26;26095;Matute
26;26096;Medrano
26;26098;Munilla
26;26099;Murillo de Río Leza
26;26100;Muro de Aguas
26;26101;Muro en Cameros
26;26102;Nájera
26;26103;Nalda
26;26104;Navajún
26;26105;Navarrete
26;26106;Nestares
26;26107;Nieva de Cameros
26;26109;Ochánduri
26;26108;Ocón
26;26110;Ojacastro
26;26111;Ollauri
26;26112;Ortigosa de Cameros
26;26113;Pazuengos
26;26114;Pedroso
26;26115;Pinillos
26;26117;Pradejón
26;26118;Pradillo
26;26119;Préjano
26;26120;Quel
26;26121;Rabanera
26;26122;Rasillo de Cameros, El
26;26123;Redal, El
26;26124;Ribafrecha
26;26125;Rincón de Soto
26;26126;Robres del Castillo
26;26127;Rodezno
26;26128;Sajazarra
26;26129;San Asensio
26;26130;San Millán de la Cogolla
26;26131;San Millán de Yécora
26;26132;San Román de Cameros
26;26139;San Torcuato
26;26142;San Vicente de la Sonsierra
26;26134;Santa Coloma
26;26135;Santa Engracia del Jubera
26;26136;Santa Eulalia Bajera
26;26138;Santo Domingo de la Calzada
26;26140;Santurde de Rioja
26;26141;Santurdejo
26;26143;Sojuela
26;26144;Sorzano
26;26145;Sotés
26;26146;Soto en Cameros
26;26147;Terroba
26;26148;Tirgo
26;26149;Tobía
26;26150;Tormantos
26;26153;Torre en Cameros
26;26151;Torrecilla en Cameros
26;26152;Torrecilla sobre Alesanco
26;26154;Torremontalbo
26;26155;Treviana
26;26157;Tricio
26;26158;Tudelilla
26;26160;Uruñuela
26;26161;Valdemadera
26;26162;Valgañón
26;26163;Ventosa
26;26164;Ventrosa
26;26165;Viguera
26;26166;Villalba de Rioja
26;26167;Villalobar de Rioja
26;26168;Villamediana de Iregua
26;26169;Villanueva de Cameros
26;26170;Villar de Arnedo, El
26;26171;Villar de Torre
26;26172;Villarejo
26;26173;Villarroya
26;26174;Villarta-Quintana
26;26175;Villavelayo
26;26176;Villaverde de Rioja
26;26177;Villoslada de Cameros
26;26178;Viniegra de Abajo
26;26179;Viniegra de Arriba
26;26180;Zarratón
26;26181;Zarzosa
26;26183;Zorraquín
27;27001;Abadín
27;27002;Alfoz
27;27003;Antas de Ulla
27;27004;Baleira
27;27901;Baralla
27;27005;Barreiros
27;27006;Becerreá
27;27007;Begonte
27;27008;Bóveda
27;27902;Burela
27;27009;Carballedo
27;27010;Castro de Rei
27;27011;Castroverde
27;27012;Cervantes
27;27013;Cervo
27;27016;Chantada
27;27014;Corgo, O
27;27015;Cospeito
27;27017;Folgoso do Courel
27;27018;Fonsagrada, A
27;27019;Foz
27;27020;Friol
27;27022;Guitiriz
27;27023;Guntín
27;27024;Incio, O
27;27026;Láncara
27;27027;Lourenzá
27;27028;Lugo
27;27029;Meira
27;27030;Mondoñedo
27;27031;Monforte de Lemos
27;27032;Monterroso
27;27033;Muras
27;27034;Navia de Suarna
27;27035;Negueira de Muñiz
27;27037;Nogais, As
27;27038;Ourol
27;27039;Outeiro de Rei
27;27040;Palas de Rei
27;27041;Pantón
27;27042;Paradela
27;27043;Páramo, O
27;27044;Pastoriza, A
27;27045;Pedrafita do Cebreiro
27;27047;Pobra do Brollón, A
27;27046;Pol
27;27048;Pontenova, A
27;27049;Portomarín
27;27050;Quiroga
27;27056;Rábade
27;27051;Ribadeo
27;27052;Ribas de Sil
27;27053;Ribeira de Piquín
27;27054;Riotorto
27;27055;Samos
27;27057;Sarria
27;27058;Saviñao, O
27;27059;Sober
27;27060;Taboada
27;27061;Trabada
27;27062;Triacastela
27;27063;Valadouro, O
27;27064;Vicedo, O
27;27065;Vilalba
27;27066;Viveiro
27;27021;Xermade
27;27025;Xove
28;28001;Acebeda, La
28;28002;Ajalvir
28;28003;Alameda del Valle
28;28004;Álamo, El
28;28005;Alcalá de Henares
28;28006;Alcobendas
28;28007;Alcorcón
28;28008;Aldea del Fresno
28;28009;Algete
28;28010;Alpedrete
28;28011;Ambite
28;28012;Anchuelo
28;28013;Aranjuez
28;28014;Arganda del Rey
28;28015;Arroyomolinos
28;28016;Atazar, El
28;28017;Batres
28;28018;Becerril de la Sierra
28;28019;Belmonte de Tajo
28;28021;Berrueco, El
28;28020;Berzosa del Lozoya
28;28022;Boadilla del Monte
28;28023;Boalo, El
28;28024;Braojos
28;28025;Brea de Tajo
28;28026;Brunete
28;28027;Buitrago del Lozoya
28;28028;Bustarviejo
28;28029;Cabanillas de la Sierra
28;28030;Cabrera, La
28;28031;Cadalso de los Vidrios
28;28032;Camarma de Esteruelas
28;28033;Campo Real
28;28034;Canencia
28;28035;Carabaña
28;28036;Casarrubuelos
28;28037;Cenicientos
28;28038;Cercedilla
28;28039;Cervera de Buitrago
28;28051;Chapinería
28;28052;Chinchón
28;28040;Ciempozuelos
28;28041;Cobeña
28;28046;Collado Mediano
28;28047;Collado Villalba
28;28043;Colmenar de Oreja
28;28042;Colmenar del Arroyo
28;28045;Colmenar Viejo
28;28044;Colmenarejo
28;28048;Corpa
28;28049;Coslada
28;28050;Cubas de la Sagra
28;28053;Daganzo de Arriba
28;28054;Escorial, El
28;28055;Estremera
28;28056;Fresnedillas de la Oliva
28;28057;Fresno de Torote
28;28058;Fuenlabrada
28;28059;Fuente el Saz de Jarama
28;28060;Fuentidueña de Tajo
28;28061;Galapagar
28;28062;Garganta de los Montes
28;28063;Gargantilla del Lozoya y Pinilla de Buitrago
28;28064;Gascones
28;28065;Getafe
28;28066;Griñón
28;28067;Guadalix de la Sierra
28;28068;Guadarrama
28;28069;Hiruela, La
28;28070;Horcajo de la Sierra-Aoslos
28;28071;Horcajuelo de la Sierra
28;28072;Hoyo de Manzanares
28;28073;Humanes de Madrid
28;28074;Leganés
28;28075;Loeches
28;28076;Lozoya
28;28901;Lozoyuela-Navas-Sieteiglesias
28;28078;Madarcos
28;28079;Madrid
28;28080;Majadahonda
28;28082;Manzanares el Real
28;28083;Meco
28;28084;Mejorada del Campo
28;28085;Miraflores de la Sierra
28;28086;Molar, El
28;28087;Molinos, Los
28;28088;Montejo de la Sierra
28;28089;Moraleja de Enmedio
28;28090;Moralzarzal
28;28091;Morata de Tajuña
28;28092;Móstoles
28;28093;Navacerrada
28;28094;Navalafuente
28;28095;Navalagamella
28;28096;Navalcarnero
28;28097;Navarredonda y San Mamés
28;28099;Navas del Rey
28;28100;Nuevo Baztán
28;28101;Olmeda de las Fuentes
28;28102;Orusco de Tajuña
28;28104;Paracuellos de Jarama
28;28106;Parla
28;28107;Patones
28;28108;Pedrezuela
28;28109;Pelayos de la Presa
28;28110;Perales de Tajuña
28;28111;Pezuela de las Torres
28;28112;Pinilla del Valle
28;28113;Pinto
28;28114;Piñuécar-Gandullas
28;28115;Pozuelo de Alarcón
28;28116;Pozuelo del Rey
28;28117;Prádena del Rincón
28;28118;Puebla de la Sierra
28;28902;Puentes Viejas
28;28119;Quijorna
28;28120;Rascafría
28;28121;Redueña
28;28122;Ribatejada
28;28123;Rivas-Vaciamadrid
28;28124;Robledillo de la Jara
28;28125;Robledo de Chavela
28;28126;Robregordo
28;28127;Rozas de Madrid, Las
28;28128;Rozas de Puerto Real
28;28129;San Agustín del Guadalix
28;28130;San Fernando de Henares
28;28131;San Lorenzo de El Escorial
28;28132;San Martín de la Vega
28;28133;San Martín de Valdeiglesias
28;28134;San Sebastián de los Reyes
28;28135;Santa María de la Alameda
28;28136;Santorcaz
28;28137;Santos de la Humosa, Los
28;28138;Serna del Monte, La
28;28140;Serranillos del Valle
28;28141;Sevilla la Nueva
28;28143;Somosierra
28;28144;Soto del Real
28;28145;Talamanca de Jarama
28;28146;Tielmes
28;28147;Titulcia
28;28148;Torrejón de Ardoz
28;28149;Torrejón de la Calzada
28;28150;Torrejón de Velasco
28;28151;Torrelaguna
28;28152;Torrelodones
28;28153;Torremocha de Jarama
28;28154;Torres de la Alameda
28;28903;Tres Cantos
28;28155;Valdaracete
28;28156;Valdeavero
28;28157;Valdelaguna
28;28158;Valdemanco
28;28159;Valdemaqueda
28;28160;Valdemorillo
28;28161;Valdemoro
28;28162;Valdeolmos-Alalpardo
28;28163;Valdepiélagos
28;28164;Valdetorres de Jarama
28;28165;Valdilecha
28;28166;Valverde de Alcalá
28;28167;Velilla de San Antonio
28;28168;Vellón, El
28;28169;Venturada
28;28171;Villa del Prado
28;28170;Villaconejos
28;28172;Villalbilla
28;28173;Villamanrique de Tajo
28;28174;Villamanta
28;28175;Villamantilla
28;28176;Villanueva de la Cañada
28;28178;Villanueva de Perales
28;28177;Villanueva del Pardillo
28;28179;Villar del Olmo
28;28180;Villarejo de Salvanés
28;28181;Villaviciosa de Odón
28;28182;Villavieja del Lozoya
28;28183;Zarzalejo
29;29001;Alameda
29;29002;Alcaucín
29;29003;Alfarnate
29;29004;Alfarnatejo
29;29005;Algarrobo
29;29006;Algatocín
29;29007;Alhaurín de la Torre
29;29008;Alhaurín el Grande
29;29009;Almáchar
29;29010;Almargen
29;29011;Almogía
29;29012;Álora
29;29013;Alozaina
29;29014;Alpandeire
29;29015;Antequera
29;29016;Árchez
29;29017;Archidona
29;29018;Ardales
29;29019;Arenas
29;29020;Arriate
29;29021;Atajate
29;29022;Benadalid
29;29023;Benahavís
29;29024;Benalauría
29;29025;Benalmádena
29;29026;Benamargosa
29;29027;Benamocarra
29;29028;Benaoján
29;29029;Benarrabá
29;29030;Borge, El
29;29031;Burgo, El
29;29032;Campillos
29;29033;Canillas de Aceituno
29;29034;Canillas de Albaida
29;29035;Cañete la Real
29;29036;Carratraca
29;29037;Cartajima
29;29038;Cártama
29;29039;Casabermeja
29;29040;Casarabonela
29;29041;Casares
29;29042;Coín
29;29043;Colmenar
29;29044;Comares
29;29045;Cómpeta
29;29046;Cortes de la Frontera
29;29047;Cuevas Bajas
29;29049;Cuevas de San Marcos
29;29048;Cuevas del Becerro
29;29050;Cútar
29;29051;Estepona
29;29052;Faraján
29;29053;Frigiliana
29;29054;Fuengirola
29;29055;Fuente de Piedra
29;29056;Gaucín
29;29057;Genalguacil
29;29058;Guaro
29;29059;Humilladero
29;29060;Igualeja
29;29061;Istán
29;29062;Iznate
29;29063;Jimera de Líbar
29;29064;Jubrique
29;29065;Júzcar
29;29066;Macharaviaya
29;29067;Málaga
29;29068;Manilva
29;29069;Marbella
29;29070;Mijas
29;29071;Moclinejo
29;29072;Mollina
29;29073;Monda
29;29074;Montejaque
29;29075;Nerja
29;29076;Ojén
29;29077;Parauta
29;29079;Periana
29;29080;Pizarra
29;29081;Pujerra
29;29082;Rincón de la Victoria
29;29083;Riogordo
29;29084;Ronda
29;29085;Salares
29;29086;Sayalonga
29;29087;Sedella
29;29088;Sierra de Yeguas
29;29089;Teba
29;29090;Tolox
29;29901;Torremolinos
29;29091;Torrox
29;29092;Totalán
29;29093;Valle de Abdalajís
29;29094;Vélez-Málaga
29;29095;Villanueva de Algaidas
29;29902;Villanueva de la Concepción
29;29098;Villanueva de Tapia
29;29096;Villanueva del Rosario
29;29097;Villanueva del Trabuco
29;29099;Viñuela
29;29100;Yunquera
30;30001;Abanilla
30;30002;Abarán
30;30003;Águilas
30;30004;Albudeite
30;30005;Alcantarilla
30;30902;Alcázares, Los
30;30006;Aledo
30;30007;Alguazas
30;30008;Alhama de Murcia
30;30009;Archena
30;30010;Beniel
30;30011;Blanca
30;30012;Bullas
30;30013;Calasparra
30;30014;Campos del Río
30;30015;Caravaca de la Cruz
30;30016;Cartagena
30;30017;Cehegín
30;30018;Ceutí
30;30019;Cieza
30;30020;Fortuna
30;30021;Fuente Álamo de Murcia
30;30022;Jumilla
30;30023;Librilla
30;30024;Lorca
30;30025;Lorquí
30;30026;Mazarrón
30;30027;Molina de Segura
30;30028;Moratalla
30;30029;Mula
30;30030;Murcia
30;30031;Ojós
30;30032;Pliego
30;30033;Puerto Lumbreras
30;30034;Ricote
30;30035;San Javier
30;30036;San Pedro del Pinatar
30;30901;Santomera
30;30037;Torre-Pacheco
30;30038;Torres de Cotillas, Las
30;30039;Totana
30;30040;Ulea
30;30041;Unión, La
30;30042;Villanueva del Río Segura
30;30043;Yecla
31;31001;Abáigar
31;31002;Abárzuza
31;31003;Abaurregaina/Abaurrea Alta
31;31004;Abaurrepea/Abaurrea Baja
31;31005;Aberin
31;31006;Ablitas
31;31007;Adiós
31;31008;Aguilar de Codés
31;31009;Aibar/Oibar
31;31011;Allín
31;31012;Allo
31;31010;Altsasu/Alsasua
31;31013;Améscoa Baja
31;31014;Ancín/Antzin
31;31015;Andosilla
31;31016;Ansoáin/Antsoain
31;31017;Anue
31;31018;Añorbe
31;31019;Aoiz/Agoitz
31;31020;Araitz
31;31025;Arakil
31;31021;Aranarache/Aranaratxe
31;31023;Aranguren
31;31024;Arano
31;31022;Arantza
31;31026;Aras
31;31027;Arbizu
31;31028;Arce/Artzi
31;31029;Arcos, Los
31;31030;Arellano
31;31031;Areso
31;31032;Arguedas
31;31033;Aria
31;31034;Aribe
31;31035;Armañanzas
31;31036;Arróniz
31;31037;Arruazu
31;31038;Artajona
31;31039;Artazu
31;31040;Atez
31;31058;Auritz/Burguete
31;31041;Ayegui/Aiegi
31;31042;Azagra
31;31043;Azuelo
31;31044;Bakaiku
31;31901;Barañain
31;31045;Barásoain
31;31046;Barbarin
31;31047;Bargota
31;31048;Barillas
31;31049;Basaburua
31;31050;Baztan
31;31137;Beintza-Labaien
31;31051;Beire
31;31052;Belascoáin
31;31250;Bera
31;31053;Berbinzana
31;31905;Beriáin
31;31902;Berrioplano
31;31903;Berriozar
31;31054;Bertizarana
31;31055;Betelu
31;31253;Bidaurreta
31;31056;Biurrun-Olcoz
31;31057;Buñuel
31;31059;Burgui/Burgi
31;31060;Burlada/Burlata
31;31061;Busto, El
31;31062;Cabanillas
31;31063;Cabredo
31;31064;Cadreita
31;31065;Caparroso
31;31066;Cárcar
31;31067;Carcastillo
31;31068;Cascante
31;31069;Cáseda
31;31070;Castejón
31;31071;Castillonuevo
31;31193;Cendea de Olza/Oltza Zendea
31;31072;Cintruénigo
31;31074;Cirauqui/Zirauki
31;31075;Ciriza
31;31076;Cizur
31;31077;Corella
31;31078;Cortes
31;31079;Desojo
31;31080;Dicastillo
31;31081;Donamaria
31;31221;Doneztebe/Santesteban
31;31083;Echarri
31;31086;Egüés
31;31087;Elgorriaga
31;31089;Enériz/Eneritz
31;31090;Eratsun
31;31091;Ergoiena
31;31092;Erro
31;31094;Eslava
31;31095;Esparza de Salazar/Espartza Zaraitzu
31;31096;Espronceda
31;31097;Estella/Lizarra
31;31098;Esteribar
31;31099;Etayo
31;31082;Etxalar
31;31084;Etxarri-Aranatz
31;31085;Etxauri
31;31100;Eulate
31;31101;Ezcabarte
31;31093;Ezcároz/Ezkaroze
31;31102;Ezkurra
31;31103;Ezprogui
31;31104;Falces
31;31105;Fitero
31;31106;Fontellas
31;31107;Funes
31;31108;Fustiñana
31;31109;Galar
31;31110;Gallipienzo/Galipentzu
31;31111;Gallués/Galoze
31;31112;Garaioa
31;31113;Garde
31;31114;Garínoain
31;31115;Garralda
31;31116;Genevilla
31;31117;Goizueta
31;31118;Goñi
31;31119;Güesa/Gorza
31;31120;Guesálaz/Gesalatz
31;31121;Guirguillano
31;31256;Hiriberri/Villanueva de Aezkoa
31;31122;Huarte/Uharte
31;31124;Ibargoiti
31;31259;Igantzi
31;31125;Igúzquiza
31;31126;Imotz
31;31127;Irañeta
31;31904;Irurtzun
31;31128;Isaba/Izaba
31;31129;Ituren
31;31130;Iturmendi
31;31131;Iza/Itza
31;31132;Izagaondoa
31;31133;Izalzu/Itzaltzu
31;31134;Jaurrieta
31;31135;Javier
31;31136;Juslapeña
31;31138;Lakuntza
31;31139;Lana
31;31140;Lantz
31;31141;Lapoblación
31;31142;Larraga
31;31143;Larraona
31;31144;Larraun
31;31145;Lazagurría
31;31146;Leache
31;31147;Legarda
31;31148;Legaria
31;31149;Leitza
31;31908;Lekunberri
31;31150;Leoz/Leotz
31;31151;Lerga
31;31152;Lerín
31;31153;Lesaka
31;31154;Lezáun
31;31155;Liédena
31;31156;Lizoáin-Arriasgoiti
31;31157;Lodosa
31;31158;Lónguida/Longida
31;31159;Lumbier
31;31160;Luquin
31;31248;Luzaide/Valcarlos
31;31161;Mañeru
31;31162;Marañón
31;31163;Marcilla
31;31164;Mélida
31;31165;Mendavia
31;31166;Mendaza
31;31167;Mendigorría
31;31168;Metauten
31;31169;Milagro
31;31170;Mirafuentes
31;31171;Miranda de Arga
31;31172;Monreal
31;31173;Monteagudo
31;31174;Morentin
31;31175;Mues
31;31176;Murchante
31;31177;Murieta
31;31178;Murillo el Cuende
31;31179;Murillo el Fruto
31;31180;Muruzábal
31;31181;Navascués
31;31182;Nazar
31;31088;Noáin (Valle de Elorz)/Noain (Elortzibar)
31;31183;Obanos
31;31185;Ochagavía/Otsagabia
31;31184;Oco
31;31186;Odieta
31;31187;Oitz
31;31188;Olaibar
31;31189;Olazti/Olazagutía
31;31190;Olejua
31;31191;Olite/Erriberri
31;31194;Ollo
31;31192;Olóriz/Oloritz
31;31195;Orbaitzeta
31;31196;Orbara
31;31197;Orísoain
31;31906;Orkoien
31;31198;Oronz/Orontze
31;31199;Oroz-Betelu/Orotz-Betelu
31;31211;Orreaga/Roncesvalles
31;31200;Oteiza
31;31201;Pamplona/Iruña
31;31202;Peralta/Azkoien
31;31203;Petilla de Aragón
31;31204;Piedramillera
31;31205;Pitillas
31;31206;Puente la Reina/Gares
31;31207;Pueyo
31;31208;Ribaforada
31;31209;Romanzado
31;31210;Roncal/Erronkari
31;31212;Sada
31;31213;Saldías
31;31214;Salinas de Oro/Jaitz
31;31215;San Adrián
31;31217;San Martín de Unx
31;31216;Sangüesa/Zangoza
31;31219;Sansol
31;31220;Santacara
31;31222;Sarriés/Sartze
31;31223;Sartaguda
31;31224;Sesma
31;31225;Sorlada
31;31226;Sunbilla
31;31227;Tafalla
31;31228;Tiebas-Muruarte de Reta
31;31229;Tirapu
31;31230;Torralba del Río
31;31231;Torres del Río
31;31232;Tudela
31;31233;Tulebras
31;31234;Ucar
31;31123;Uharte-Arakil
31;31235;Ujué
31;31236;Ultzama
31;31237;Unciti
31;31238;Unzué
31;31239;Urdazubi/Urdax
31;31240;Urdiain
31;31241;Urraul Alto
31;31242;Urraul Bajo
31;31244;Urrotz
31;31243;Urroz-Villa
31;31245;Urzainqui/Urzainki
31;31246;Uterga
31;31247;Uztárroz/Uztarroze
31;31260;Valle de Yerri/Deierri
31;31249;Valtierra
31;31251;Viana
31;31252;Vidángoz/Bidankoze
31;31254;Villafranca
31;31255;Villamayor de Monjardín
31;31257;Villatuerta
31;31258;Villava/Atarrabia
31;31261;Yesa
31;31262;Zabalza/Zabaltza
31;31073;Ziordia
31;31907;Zizur Mayor/Zizur Nagusia
31;31263;Zubieta
31;31264;Zugarramurdi
31;31265;Zúñiga
32;32001;Allariz
32;32002;Amoeiro
32;32003;Arnoia, A
32;32004;Avión
32;32005;Baltar
32;32006;Bande
32;32007;Baños de Molgas
32;32008;Barbadás
32;32009;Barco de Valdeorras, O
32;32010;Beade
32;32011;Beariz
32;32012;Blancos, Os
32;32013;Boborás
32;32014;Bola, A
32;32015;Bolo, O
32;32016;Calvos de Randín
32;32018;Carballeda de Avia
32;32017;Carballeda de Valdeorras
32;32019;Carballiño, O
32;32020;Cartelle
32;32022;Castrelo de Miño
32;32021;Castrelo do Val
32;32023;Castro Caldelas
32;32024;Celanova
32;32025;Cenlle
32;32029;Chandrexa de Queixa
32;32026;Coles
32;32027;Cortegada
32;32028;Cualedro
32;32030;Entrimo
32;32031;Esgos
32;32033;Gomesende
32;32034;Gudiña, A
32;32035;Irixo, O
32;32038;Larouco
32;32039;Laza
32;32040;Leiro
32;32041;Lobeira
32;32042;Lobios
32;32043;Maceda
32;32044;Manzaneda
32;32045;Maside
32;32046;Melón
32;32047;Merca, A
32;32048;Mezquita, A
32;32049;Montederramo
32;32050;Monterrei
32;32051;Muíños
32;32052;Nogueira de Ramuín
32;32053;Oímbra
32;32054;Ourense
32;32055;Paderne de Allariz
32;32056;Padrenda
32;32057;Parada de Sil
32;32058;Pereiro de Aguiar, O
32;32059;Peroxa, A
32;32060;Petín
32;32061;Piñor
32;32063;Pobra de Trives, A
32;32064;Pontedeva
32;32062;Porqueira
32;32065;Punxín
32;32066;Quintela de Leirado
32;32067;Rairiz de Veiga
32;32068;Ramirás
32;32069;Ribadavia
32;32071;Riós
32;32072;Rúa, A
32;32073;Rubiá
32;32074;San Amaro
32;32075;San Cibrao das Viñas
32;32076;San Cristovo de Cea
32;32070;San Xoán de Río
32;32077;Sandiás
32;32078;Sarreaus
32;32079;Taboadela
32;32080;Teixeira, A
32;32081;Toén
32;32082;Trasmiras
32;32083;Veiga, A
32;32084;Verea
32;32085;Verín
32;32086;Viana do Bolo
32;32087;Vilamarín
32;32088;Vilamartín de Valdeorras
32;32089;Vilar de Barrio
32;32090;Vilar de Santos
32;32091;Vilardevós
32;32092;Vilariño de Conso
32;32032;Xinzo de Limia
32;32036;Xunqueira de Ambía
32;32037;Xunqueira de Espadanedo
33;33001;Allande
33;33002;Aller
33;33003;Amieva
33;33004;Avilés
33;33005;Belmonte de Miranda
33;33006;Bimenes
33;33007;Boal
33;33008;Cabrales
33;33009;Cabranes
33;33010;Candamo
33;33012;Cangas de Onís
33;33011;Cangas del Narcea
33;33013;Caravia
33;33014;Carreño
33;33015;Caso
33;33016;Castrillón
33;33017;Castropol
33;33018;Coaña
33;33019;Colunga
33;33020;Corvera de Asturias
33;33021;Cudillero
33;33022;Degaña
33;33023;Franco, El
33;33024;Gijón
33;33025;Gozón
33;33026;Grado
33;33027;Grandas de Salime
33;33028;Ibias
33;33029;Illano
33;33030;Illas
33;33031;Langreo
33;33032;Laviana
33;33033;Lena
33;33035;Llanera
33;33036;Llanes
33;33037;Mieres
33;33038;Morcín
33;33039;Muros de Nalón
33;33040;Nava
33;33041;Navia
33;33042;Noreña
33;33043;Onís
33;33044;Oviedo
33;33045;Parres
33;33046;Peñamellera Alta
33;33047;Peñamellera Baja
33;33048;Pesoz
33;33049;Piloña
33;33050;Ponga
33;33051;Pravia
33;33052;Proaza
33;33053;Quirós
33;33054;Regueras, Las
33;33055;Ribadedeva
33;33056;Ribadesella
33;33057;Ribera de Arriba
33;33058;Riosa
33;33059;Salas
33;33061;San Martín de Oscos
33;33060;San Martín del Rey Aurelio
33;33063;San Tirso de Abres
33;33062;Santa Eulalia de Oscos
33;33064;Santo Adriano
33;33065;Sariego
33;33066;Siero
33;33067;Sobrescobio
33;33068;Somiedo
33;33069;Soto del Barco
33;33070;Tapia de Casariego
33;33071;Taramundi
33;33072;Teverga
33;33073;Tineo
33;33034;Valdés
33;33074;Vegadeo
33;33075;Villanueva de Oscos
33;33076;Villaviciosa
33;33077;Villayón
33;33078;Yernes y Tameza
34;34001;Abarca de Campos
34;34003;Abia de las Torres
34;34004;Aguilar de Campoo
34;34005;Alar del Rey
34;34006;Alba de Cerrato
34;34009;Amayuelas de Arriba
34;34010;Ampudia
34;34011;Amusco
34;34012;Antigüedad
34;34015;Arconada
34;34017;Astudillo
34;34018;Autilla del Pino
34;34019;Autillo de Campos
34;34020;Ayuela
34;34022;Baltanás
34;34024;Baquerín de Campos
34;34025;Bárcena de Campos
34;34027;Barruelo de Santullán
34;34028;Báscones de Ojeda
34;34029;Becerril de Campos
34;34031;Belmonte de Campos
34;34032;Berzosilla
34;34033;Boada de Campos
34;34035;Boadilla de Rioseco
34;34034;Boadilla del Camino
34;34036;Brañosera
34;34037;Buenavista de Valdavia
34;34038;Bustillo de la Vega
34;34039;Bustillo del Páramo de Carrión
34;34041;Calahorra de Boedo
34;34042;Calzada de los Molinos
34;34045;Capillas
34;34046;Cardeñosa de Volpejera
34;34047;Carrión de los Condes
34;34048;Castil de Vela
34;34049;Castrejón de la Peña
34;34050;Castrillo de Don Juan
34;34051;Castrillo de Onielo
34;34052;Castrillo de Villavega
34;34053;Castromocho
34;34055;Cervatos de la Cueza
34;34056;Cervera de Pisuerga
34;34057;Cevico de la Torre
34;34058;Cevico Navero
34;34059;Cisneros
34;34060;Cobos de Cerrato
34;34061;Collazos de Boedo
34;34062;Congosto de Valdavia
34;34063;Cordovilla la Real
34;34066;Cubillas de Cerrato
34;34067;Dehesa de Montejo
34;34068;Dehesa de Romanos
34;34069;Dueñas
34;34070;Espinosa de Cerrato
34;34071;Espinosa de Villagonzalo
34;34072;Frechilla
34;34073;Fresno del Río
34;34074;Frómista
34;34076;Fuentes de Nava
34;34077;Fuentes de Valdepero
34;34079;Grijota
34;34080;Guardo
34;34081;Guaza de Campos
34;34082;Hérmedes de Cerrato
34;34083;Herrera de Pisuerga
34;34084;Herrera de Valdecañas
34;34086;Hontoria de Cerrato
34;34087;Hornillos de Cerrato
34;34088;Husillos
34;34089;Itero de la Vega
34;34091;Lagartos
34;34092;Lantadilla
34;34094;Ledigos
34;34903;Loma de Ucieza
34;34096;Lomas
34;34098;Magaz de Pisuerga
34;34099;Manquillos
34;34100;Mantinos
34;34101;Marcilla de Campos
34;34102;Mazariegos
34;34103;Mazuecos de Valdeginate
34;34104;Melgar de Yuso
34;34106;Meneses de Campos
34;34107;Micieces de Ojeda
34;34108;Monzón de Campos
34;34109;Moratinos
34;34110;Mudá
34;34112;Nogal de las Huertas
34;34113;Olea de Boedo
34;34114;Olmos de Ojeda
34;34116;Osornillo
34;34901;Osorno la Mayor
34;34120;Palencia
34;34121;Palenzuela
34;34122;Páramo de Boedo
34;34123;Paredes de Nava
34;34124;Payo de Ojeda
34;34125;Pedraza de Campos
34;34126;Pedrosa de la Vega
34;34127;Perales
34;34904;Pernía, La
34;34129;Pino del Río
34;34130;Piña de Campos
34;34131;Población de Arroyo
34;34132;Población de Campos
34;34133;Población de Cerrato
34;34134;Polentinos
34;34135;Pomar de Valdivia
34;34136;Poza de la Vega
34;34137;Pozo de Urama
34;34139;Prádanos de Ojeda
34;34140;Puebla de Valdavia, La
34;34141;Quintana del Puente
34;34143;Quintanilla de Onsoña
34;34146;Reinoso de Cerrato
34;34147;Renedo de la Vega
34;34149;Requena de Campos
34;34151;Respenda de la Peña
34;34152;Revenga de Campos
34;34154;Revilla de Collazos
34;34155;Ribas de Campos
34;34156;Riberos de la Cueza
34;34157;Saldaña
