CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
31192;Olóriz/Oloritz;Grupo de Acción Local de la Zona Media de Navarra;G252
8149;Olost;Associació pel Desenvolupament Rural de la Catalunya Central;G172
17114;Olot;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
25152;Oluges, Les;Consorci per al Desenvolupament de la Catalunya Central;G180
4068;Olula de Castro;Asociación para el Desarrollo Rural de la Comarca Filabres-Alhamilla;G003
4069;Olula del Río;Asociación de Desarrollo Rural Almanzora;G001
8144;Olvan;Associació pel Desenvolupament Rural de la Catalunya Central;G172
42134;Ólvega;Asociación Proyecto Noreste de Soria;G160
22164;Olvena;Centro de Desarrollo Integral del Somontano;G057
11024;Olvera;Asociación Iniciativas Sostenibles Sierra de Cádiz;G007
50194;Olvés;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
24104;Omañas, Las;Asociación Cuatro Valles;G138
25153;Omellons, Els;Consorci Garrigues per al Desenvolupament del Territori;G176
25154;Omells de na Gaia, Els;Consorci Leader Urgell- Pla D'urgell;
42135;Oncala;Asociación Proyecto Noreste de Soria;G160
29006;Algatocín;;
29007;Alhaurín de la Torre;;
29016;Árchez;;
29019;Arenas;;
33043;Onís;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
45123;Ontígola;"Asociación Comarcal ""Don Quijote de La Mancha""";G123
29021;Atajate;;
22165;Ontiñena;Centro de Desarrollo de la Zona Oriental Huesca;
2056;Ontur;"Asociación para la Promoción del Desarrollo de la Comarca ""Campos De Hellín""";G103
24105;Onzonilla;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
9238;Oña;Asociación Centro de Desarrollo Rural Merindades;G132
20059;Oñati;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
9239;Oquillas;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
29022;Benadalid;;
37224;Orbada, La;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
31195;Orbaitzeta;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
9241;Orbaneja Riopico;Asociación para el Desarrollo de La Comarca del Arlanza;G135
31196;Orbara;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
5174;Orbita;Asociación para el Desarrollo Rural Integral de La Moraña;G129
50195;Orcajo;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
18146;Orce;Asociación Grupo de Desarrollo Rural del Altiplano de Granada;G018
23065;Orcera;"Grupo de Desarrollo Rural ""Sierra de Segura""";G037
15059;Ordes;Asociación de Desenvolvemento Comarca de Ordes;G211
19203;Ordial, El;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
29023;Benahavís;;
29024;Benalauría;;
19204;Orea;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
40150;Orejana;Asociación para el Desarrollo Rural Segovia Sur;G156
6096;Orellana de la Sierra;"Consorcio Centro de Desarrollo Rural ""La Serena""";
6097;Orellana la Vieja;"Consorcio Centro de Desarrollo Rural ""La Serena""";
20905;Orendain;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
50196;Orera;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
50197;Orés;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
20060;Orexa;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
25155;Organyà;Consorci Grup D'acció Local Alt Urgell - Cerdanya;G177
45124;Orgaz;"Asociación para el Desarrollo Integrado del Territorio ""Montes Toledanos""";G126
18147;Órgiva;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
4070;Oria;Asociación de Desarrollo Rural Almanzora;G001
29025;Benalmádena;;
44174;Orihuela del Tremedal;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
29029;Benarrabá;;
8150;Orís;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
31197;Orísoain;Grupo de Acción Local de la Zona Media de Navarra;G252
8151;Oristà;Associació pel Desenvolupament Rural de la Catalunya Central;G172
29033;Canillas de Aceituno;;
29037;Cartajima;;
31198;Oronz/Orontze;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
45125;Oropesa;Asociación para el Desarrollo de la Campana de Oropesa;G124
29041;Casares;;
15060;Oroso;Asociación de Desenvolvemento Comarca de Ordes;G211
29042;Coín;;
31199;Oroz-Betelu/Orotz-Betelu;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
48075;Orozko;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
8152;Orpí;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
31211;Orreaga/Roncesvalles;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
44175;Orrios;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
29044;Comares;;
26112;Ortigosa de Cameros;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
40151;Ortigosa de Pestaño;Asociación Intermunicipal para el Desarrollo Local en la Comarca de Santa María la Real de Nieva;G155
40901;Ortigosa del Monte;Asociación para el Desarrollo Rural Segovia Sur;G156
15061;Ortigueira;"GDR ""Asociación Costa Noroeste""";G216
29046;Cortes de la Frontera;;
28102;Orusco de Tajuña;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
3098;Orxeta;Asociación Centro de Desarrollo Rural Alicante;G257
25156;Os de Balaguer;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
16145;Osa de la Vega;"Asociación para el Desarrollo Integral ""El Záncara""";G114
50198;Oseja;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
24106;Oseja de Sajambre;Asociación Grupo de Acción Local Montaña de Riaño;G139
29050;Cútar;;
5175;Oso, El;Asociación para el Desarrollo Rural Integral de La Moraña;G129
29051;Estepona;;
34116;Osornillo;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
34901;Osorno la Mayor;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
2057;Ossa de Montiel;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
22167;Osso de Cinca;Centro de Desarrollo de la Zona Oriental Huesca;
25157;Ossó de Sió;Consorci Leader Urgell- Pla D'urgell;
41068;Osuna;Asociación Desarrollo Rural Estepa Sierra Sur;G047
31200;Oteiza;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
45126;Otero;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
49139;Otero de Bodas;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
40152;Otero de Herreros;Asociación para el Desarrollo Rural Segovia Sur;G156
18148;Otívar;Asociación para la Promoción Económica del Valle Lecrín-Temple y La Costa;G024
46185;Otos;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
29053;Frigiliana;;
48072;Otxandio;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
32054;Ourense;Asociación de Desenvolvemento Rural da Comarca De Ourense;G229
29054;Fuengirola;;
27039;Outeiro de Rei;Asociación Terras de Lugo;G225
15062;Outes;Asociación de Desarrollo Local DELOA;G210
29056;Gaucín;;
1043;Oyón-Oion;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
15063;Oza dos Ríos;"Asociación de Desenvolvemento Rural ""Mariñas Betanzos""";G212
29057;Genalguacil;;
15064;Paderne;"Asociación de Desenvolvemento Rural ""Mariñas Betanzos""";G212
32055;Paderne de Allariz;Asociación Avinza GDR 15;G227
5176;Padiernos;Fundación para el Desarrollo Local Asocio de Ávila;G131
9242;Padilla de Abajo;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
9243;Padilla de Arriba;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
32056;Padrenda;"Asociación "" O Vieiro- Leboreiro""";
15065;Padrón;Asociación de Desarrollo Local DELOA;G210
9244;Padrones de Bureba;Asociación para el Desarrollo Comarcal Bureba;G134
18150;Padul;Asociación para la Promoción Económica del Valle Lecrín-Temple y La Costa;G024
4071;Padules;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
29060;Igualeja;;
29062;Iznate;;
40154;Pajarejos;Asociación Coordinadora para el Desarrollo Integral del Nordeste de Segovia;G153
5177;Pajares de Adaja;Asociación para el Desarrollo Rural Integral de La Moraña;G129
37225;Pajares de la Laguna;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
49141;Pajares de la Lampreana;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
24107;Pajares de los Oteros;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
16146;Pajarón;"Asociación ""Promoción y Desarrollo Serrano""";G113
16147;Pajaroncillo;"Asociación ""Promoción y Desarrollo Serrano""";G113
5178;Palacios de Goda;Asociación para el Desarrollo Rural Integral de La Moraña;G129
9246;Palacios de la Sierra;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
24108;Palacios de la Valduerna;Asociación Montañas del Teleno;G141
9247;Palacios de Riopisuerga;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
49143;Palacios de Sanabria;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
37226;Palacios del Arzobispo;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
49142;Palacios del Pan;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
24109;Palacios del Sil;Asociación Cuatro Valles;G138
41069;Palacios y Villafranca, Los;Asociación para el Desarrollo Local de la Comarca del Bajo Guadalquivir;G051
37228;Palaciosrubios;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
29063;Jimera de Líbar;;
29064;Jubrique;;
29065;Júzcar;;
12087;Palanques;Grupo de Desarrollo Rural Comarca Els Ports-Maestrat;G260
27040;Palas de Rei;Asociación Miño-Ulla;G222
25158;Palau d'Anglesola, El;Consorci Leader Urgell- Pla D'urgell;
29066;Macharaviaya;;
29067;Málaga;;
17120;Palau-saverdera;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
29068;Manilva;;
47109;Palazuelo de Vedija;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
40155;Palazuelos de Eresma;Asociación para el Desarrollo Rural Segovia Sur;G156
9248;Palazuelos de la Sierra;Asociación Grupo de Acción Local Sierra de La Demanda;G133
9249;Palazuelos de Muñó;Asociación para el Desarrollo de La Comarca del Arlanza;G135
29069;Marbella;;
37229;Palencia de Negrilla;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
14048;Palenciana;Asociación Grupo de Desarrollo Rural de la Subbética Cordobesa;G013
34121;Palenzuela;Asociación para el Desarrollo Rural Integral del Cerrato Palentino;G147
29070;Mijas;;
29071;Moclinejo;;
29073;Monda;;
43099;Palma d'Ebre, La;Consorci Intercomarcal d'Iniciatives Socioeconòmiques;G182
29075;Nerja;;
29076;Ojén;;
21054;Palma del Condado, La;Asociación Desarrollo Rural del Condado de Huelva;G026
14049;Palma del Río;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
19208;Pálmaces de Jadraque;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
29077;Parauta;;
46188;Palmera;Asociación Ruralter- Leader Zona 7;G263
22168;Palo;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
29081;Pujerra;;
44176;Palomar de Arroyos;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
46189;Palomar, el;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
16148;Palomares del Campo;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
29085;Salares;;
6098;Palomas;Federación para el Desarrollo de Sierra Grande Tierra de Barros;G194
45127;Palomeque;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
16149;Palomera;"Asociación ""Promoción y Desarrollo Serrano""";G113
10137;Palomero;"Asociación para la Promoción y el Desarrollo de la Comarca de Trasierra Tierras de Granadilla ""Cáparra""";G206
21055;Palos de la Frontera;Asociación Desarrollo Rural del Condado de Huelva;G026
29087;Sedella;;
29099;Viñuela;;
9250;Pampliega;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
29901;Torremolinos;;
9251;Pancorbo;Asociación para el Desarrollo Comarcal Bureba;G134
44177;Pancrudo;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
50200;Paniza;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
22170;Panticosa;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
29902;Villanueva de la Concepción;;
27041;Pantón;Asociación Grupo de Desenvolvemento Rural Ribeira Sacra;G221
5179;Papatrigo;Asociación para el Desarrollo Rural Integral de La Moraña;G129
30003;Águilas;;
16150;Paracuellos;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
30005;Alcantarilla;;
50201;Paracuellos de Jiloca;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
50202;Paracuellos de la Ribera;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
37230;Parada de Arriba;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
37231;Parada de Rubiales;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
32057;Parada de Sil;Asociación para O Desenvolvemento Rural Sil-Bibei-Navea;G232
41071;Paradas;Asociación de Municipios para el Desarrollo Rural Integral de la Serranía Suroeste Sevillana;G046
27042;Paradela;Asociación Os Sete Castros;G224
37232;Paradinas de San Juan;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
34122;Páramo de Boedo;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
24110;Páramo del Sil;Asociación para el Desarrollo de La Comarca Berciana;G142
27043;Páramo, O;Asociación Os Sete Castros;G224
30010;Beniel;;
3100;Parcent;Asociación Centro de Desarrollo Rural Alicante;G257
9253;Pardilla;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
17125;Pardines;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
19209;Pardos;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
16151;Paredes;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
45129;Paredes de Escalona;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
34123;Paredes de Nava;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
19210;Paredes de Sigüenza;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
19211;Pareja;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
30023;Librilla;;
30026;Mazarrón;;
30027;Molina de Segura;;
16152;Parra de las Vegas, La;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
6099;Parra, La;Asociación Centro de Desarrollo Rural Zafra - Río Bodión;G185
5180;Parral, El;Fundación para el Desarrollo Local Asocio de Ávila;G131
44178;Parras de Castellote, Las;Grupo de Acción Local Bajo Aragón-Matarraña;G064
33045;Parres;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
47110;Parrilla, La;Asociación Duero Esgueva;G162
45130;Parrillas;Asociación para el Desarrollo de la Campana de Oropesa;G124
4072;Partaloa;Asociación de Desarrollo Rural Almanzora;G001
9255;Partido de la Sierra en Tobalina;Asociación Centro de Desarrollo Rural Merindades;G132
30035;San Javier;;
10138;Pasarón de la Vera;Asociación para el Desarrollo Integral de la Comarca de la Vera;G201
5181;Pascualcobo;Fundación para el Desarrollo Local Asocio de Ávila;G131
30036;San Pedro del Pinatar;;
43101;Passanant i Belltall;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
37233;Pastores;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
27044;Pastoriza, A;Asociación de Desenvolvemento Comarcal da Terra Chá;G218
19212;Pastrana;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
30037;Torre-Pacheco;;
30038;Torres de Cotillas, Las;;
30041;Unión, La;;
21056;Paterna del Campo;Asociación Desarrollo Rural del Condado de Huelva;G026
2058;Paterna del Madera;Grupo de Acción Local de la Sierra del Segura;G104
4073;Paterna del Río;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
28107;Patones;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
17128;Pau;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
43102;Paüls;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
12088;Pavías;Asociación Ruralter Castellón Sur;G258
21057;Paymogo;Asociación para el Desarrollo Rural del Andévalo Occidental;G030
34124;Payo de Ojeda;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
37234;Payo, El;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
36037;Pazos de Borbén;Asociación Grupo de Desenvolvemento Rural Mancomunidade da Área Intermunicipal de Vigo-Baixo Miño;
26113;Pazuengos;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
23066;Peal de Becerro;"Asociación para el Desarrollo Rural Comarca ""Sierra de Cazorla""";G033
30901;Santomera;;
16153;Pedernoso, El;"Asociación para el Desarrollo Integral ""El Záncara""";G114
27045;Pedrafita do Cebreiro;Asociación de Desenvolvemento Rural Ancares-Courel;G220
47111;Pedraja de Portillo, La;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
47112;Pedrajas de San Esteban;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
46191;Pedralba;Asociación para el Desarrollo Rural Valencia Interior;G262
49145;Pedralba de la Pradería;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
40156;Pedraza;Asociación para el Desarrollo Rural Segovia Sur;G156
37235;Pedraza de Alba;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
34125;Pedraza de Campos;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
19213;Pedregal, El;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
30902;Alcázares, Los;;
41072;Pedrera;Asociación Desarrollo Rural Estepa Sierra Sur;G047
31016;Ansoáin/Antsoain;;
28108;Pedrezuela;Grupo de Acción Local Sierra del Jarama;G244
14050;Pedro Abad;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
5182;Pedro Bernardo;Centro de Desarrollo Rural Valle del Tiétar;G130
18152;Pedro Martínez;Asociación para el Desarrollo Rural de la Comarca de Guadix;G019
13061;Pedro Muñoz;Asociación para el Desarrollo y la Promoción de La Mancha Norte de Ciudad Real;G112
5183;Pedro-Rodríguez;Asociación para el Desarrollo Rural Integral de La Moraña;G129
14051;Pedroche;Asociación ADROCHES para el Desarrollo Rural de la Comarca de Los Pedroches;G011
50204;Pedrola;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
16154;Pedroñeras, Las;"Asociación para el Desarrollo Integral ""El Záncara""";G114
9256;Pedrosa de Duero;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
34126;Pedrosa de la Vega;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
9259;Pedrosa de Río Úrbel;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
9257;Pedrosa del Páramo;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
9258;Pedrosa del Príncipe;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
47113;Pedrosa del Rey;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
50205;Pedrosas, Las;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
37236;Pedrosillo de Alba;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
37237;Pedrosillo de los Aires;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
37238;Pedrosillo el Ralo;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
26114;Pedroso;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
10139;Pedroso de Acim;Asociación para el Desarrollo de Monfragüe y su Entorno;G199
37239;Pedroso de la Armuña, El;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
41073;Pedroso, El;Asociación Grupo de Desarrollo Rural de la Sierra Morena Sevillana;G048
23067;Pegalajar;Asociación para el Desarrollo Rural de Sierra Mágina;G035
31023;Aranguren;;
49146;Pego, El;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
5184;Peguerinos;Fundación para el Desarrollo Local Asocio de Ávila;G131
37240;Pelabravo;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
45131;Pelahustán;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
37241;Pelarrodríguez;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
37242;Pelayos;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
28109;Pelayos de la Presa;Consorcio de la Sierra Oeste;G242
40157;Pelayos del Arroyo;Asociación para el Desarrollo Rural Segovia Sur;G156
49147;Peleagonzalo;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
49148;Peleas de Abajo;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
18153;Peligros;Asociación para la Promoción Económica de la Vega-Sierra Elvira;G021
31025;Arakil;;
3103;Penàguila;Asociación Centro de Desarrollo Rural Alicante;G257
25164;Penelles;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
31060;Burlada/Burlata;;
37243;Peña, La;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
37244;Peñacaballera;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
1044;Peñacerrada-Urizaharra;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
47114;Peñafiel;Asociación Duero Esgueva;G162
41074;Peñaflor;Asociación Comarcal Gran Vega de Sevilla;G045
47115;Peñaflor de Hornija;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
22172;Peñalba;"Asociación ""Monegros, Centro de Desarrollo""";G053
5185;Peñalba de Ávila;Asociación para el Desarrollo Rural Integral de La Moraña;G129
19214;Peñalén;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
6100;Peñalsordo;"Consorcio Centro de Desarrollo Rural ""La Serena""";
19215;Peñalver;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
33046;Peñamellera Alta;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
33047;Peñamellera Baja;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
37245;Peñaparda;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
37246;Peñaranda de Bracamonte;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
9261;Peñaranda de Duero;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
37247;Peñarandilla;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
44179;Peñarroya de Tastavins;Grupo de Acción Local Bajo Aragón-Matarraña;G064
14052;Peñarroya-Pueblonuevo;Asociación Grupo de Desarrollo Rural Valle del Alto Guadiato;G014
39049;Peñarrubia;Asociación de Desarrollo Rural Saja-Nansa;G094
22173;Peñas de Riglos, Las;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
2060;Peñas de San Pedro;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
2059;Peñascosa;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
49149;Peñausende;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
45132;Pepino;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
49150;Peque;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
31070;Castejón;;
44180;Peracense;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
8160;Perafita;Associació pel Desenvolupament Rural de la Catalunya Central;G172
31076;Cizur;;
9262;Peral de Arlanza;Asociación para el Desarrollo de La Comarca del Arlanza;G135
16155;Peral, El;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
31088;Noáin (Valle de Elorz)/Noain (Elortzibar);;
10140;Peraleda de la Mata;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
10141;Peraleda de San Román;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
6101;Peraleda del Zaucejo;Centro de Desarrollo Rural Campiña Sur;
16156;Peraleja, La;CEDER Alcarria Conquense;G116
44181;Peralejos;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
37248;Peralejos de Abajo;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
37249;Peralejos de Arriba;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
19216;Peralejos de las Truchas;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
34127;Perales;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
28110;Perales de Tajuña;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
44182;Perales del Alfambra;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
10142;Perales del Puerto;Asociación para el Desarrollo Integral de Sierra de Gata;G204
22174;Peralta de Alcofea;Centro de Desarrollo Integral del Somontano;G057
22175;Peralta de Calasanz;Centro de Desarrollo de la Zona Oriental Huesca;
31202;Peralta/Azkoien;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
22176;Peraltilla;Centro de Desarrollo Integral del Somontano;G057
19217;Peralveche;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
25165;Peramola;Consorci Grup D'acció Local Alt Urgell - Cerdanya;G177
24112;Peranzanes;Asociación para el Desarrollo de La Comarca Berciana;G142
22177;Perarrúa;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
49151;Perdigón, El;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
31109;Galar;;
32058;Pereiro de Aguiar, O;Asociación de Desenvolvemento Rural da Comarca De Ourense;G229
43104;Perelló, El;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
37250;Pereña de la Ribera;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
49152;Pereruela;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
29079;Periana;Asociación Centro de Desarrollo Rural de la Axarquía;G038
49153;Perilla de Castro;Asociación para el Desarrollo de Aliste, Tabara y Alba;G168
34904;Pernía, La;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
37251;Peromingo;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
